#,MachineName,Category,EntryType,Source,TimeGenerated,country,regionName,city,isp,reconstruction_error,anomaly_score,is_anomaly,severity
24,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-14 07:21:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.7265582,0.060309947,True,LOW
40,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-14 07:21:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5207744,0.077916965,True,LOW
92,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-14 17:45:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5076218,0.07762539,True,LOW
103,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-14 17:45:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.7153428,0.060061313,True,LOW
154,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-13 06:49:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.4973235,0.055228032,True,LOW
171,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-13 06:49:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.7005384,0.059733115,True,LOW
236,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-13 06:48:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.6878393,0.059451587,True,LOW
269,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-13 06:48:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.3786695,0.052597586,True,LOW
323,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-13 18:17:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.6409113,0.058411237,True,LOW
341,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-09 15:39:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.652965,0.05867846,True,LOW
345,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-07 17:42:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5067408,0.07760585,True,LOW
365,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-10 15:49:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5023472,0.07750845,True,LOW
367,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-09 15:53:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.6327503,0.058230314,True,LOW
388,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-09 15:53:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.1477373,0.04747804,True,LOW
397,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-05 15:28:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,1.9977227,0.04415236,True,LOW
407,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-13 17:37:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5020072,0.07750092,True,LOW
462,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-07 17:42:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.5650322,0.05672907,True,LOW
467,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-06 17:36:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.0318792,0.044909574,True,LOW
468,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-05 15:59:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.598515,0.057471354,True,LOW
470,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-05 15:59:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5008714,0.077475734,True,LOW
475,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-13 18:17:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.877883,0.063664675,True,LOW
499,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-13 18:18:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.5826209,0.057118993,True,LOW
551,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-06 17:36:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5022902,0.07750719,True,LOW
553,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-05 15:32:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.4750726,0.05473475,True,LOW
555,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-05 15:21:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.7066169,0.059867866,True,LOW
558,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-13 18:18:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.514715,0.07778263,True,LOW
576,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-05 15:32:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.501924,0.07749907,True,LOW
580,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-05 15:28:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5011933,0.07748287,True,LOW
590,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-13 17:37:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.7119951,0.059987098,True,LOW
613,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-13 17:37:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.0840511,0.046066176,True,LOW
636,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-06 17:36:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.7229333,0.06022959,True,LOW
654,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-11 18:01:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5165355,0.07782299,True,LOW
685,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-13 18:17:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.2725947,0.050246008,True,LOW
700,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-09 15:39:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.007432,0.044367604,True,LOW
714,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-13 18:18:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.0223346,0.04469798,True,LOW
722,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-10 15:49:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.706552,0.05986643,True,LOW
730,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-09 15:53:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.1313639,0.047115058,True,LOW
731,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-09 15:39:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5152807,0.07779518,True,LOW
744,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-05 15:28:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.6086326,0.05769565,True,LOW
748,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-13 18:17:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.1461012,0.04744177,True,LOW
750,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-11 18:01:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.839057,0.06280394,True,LOW
782,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-01 13:09:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.8371222,0.062761046,True,LOW
801,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-01 06:39:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.9017866,0.06419459,True,LOW
812,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-01 06:39:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.4483416,0.05414215,True,LOW
847,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-02 15:26:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.5558012,0.056524426,True,LOW
850,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-01 06:39:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.54813,0.07852341,True,LOW
851,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-05 15:21:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.501534,0.07749042,True,LOW
870,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-02 15:32:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.8407013,0.062840395,True,LOW
880,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-01 13:09:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5179784,0.07785498,True,LOW
885,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-02 15:32:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5181742,0.07785932,True,LOW
890,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-02 15:26:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5195935,0.07789078,True,LOW
955,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-05 15:21:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,1.9993209,0.044187788,True,LOW
1009,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-31 15:03:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5162392,0.07781642,True,LOW
1012,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-31 13:49:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.005397,0.04432249,True,LOW
1027,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-29 18:29:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.7305698,0.06039888,True,LOW
1039,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-31 15:40:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.372717,0.05246562,True,LOW
1042,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-31 15:38:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.6202922,0.057954133,True,LOW
1057,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-29 15:18:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.6294224,0.05815654,True,LOW
1058,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-29 15:18:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.8612392,0.0632957,True,LOW
1063,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-29 18:29:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.135996,0.04721775,True,LOW
1072,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-28 18:26:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.517111,0.07783575,True,LOW
1077,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-31 15:38:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.0875232,0.04614315,True,LOW
1080,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-31 15:03:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.836549,0.06274834,True,LOW
1098,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-29 06:31:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.573854,0.05692464,True,LOW
1109,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-31 15:40:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.0672305,0.04569328,True,LOW
1110,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-31 15:40:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5189626,0.0778768,True,LOW
1140,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-31 15:53:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.9465282,0.08735552,True,LOW
1141,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-31 15:38:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5172698,0.07783927,True,LOW
1147,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-31 13:49:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5166104,0.07782465,True,LOW
1161,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-29 18:29:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.7161112,0.06007835,True,LOW
1162,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-29 18:29:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.873849,0.063575245,True,LOW
1174,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-31 15:40:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.501807,0.055327427,True,LOW
1187,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-29 14:26:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5042984,0.07755171,True,LOW
1205,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-31 15:40:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5159683,0.07781042,True,LOW
1208,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-31 14:27:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.2777238,0.050359715,True,LOW
1236,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-31 16:18:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5153399,0.07779649,True,LOW
1268,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-28 18:26:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.28126,0.05043811,True,LOW
1301,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-31 15:38:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.5013256,0.055316754,True,LOW
1312,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-29 15:21:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5088363,0.077652305,True,LOW
1332,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-31 14:27:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5186656,0.07787021,True,LOW
1369,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-29 15:21:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.3993301,0.053055614,True,LOW
1384,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-31 15:53:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.4200995,0.05351605,True,LOW
1390,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-31 13:49:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.7188885,0.060139917,True,LOW
1402,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-29 06:31:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5366328,0.07826853,True,LOW
1415,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-31 15:40:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.1185002,0.046829883,True,LOW
1417,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-31 15:38:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5165613,0.077823564,True,LOW
1418,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-31 15:03:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.1519675,0.04757182,True,LOW
1453,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-31 15:53:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.8509228,0.08523604,True,LOW
1456,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-31 15:40:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.712475,0.059997737,True,LOW
1468,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-29 15:21:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,1.9989945,0.044180553,True,LOW
1481,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-31 16:18:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.5518174,0.05643611,True,LOW
1484,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-31 15:40:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5172698,0.07783927,True,LOW
1498,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-29 15:18:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.2144358,0.04895668,True,LOW
1505,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-29 14:26:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.711688,0.059980292,True,LOW
1535,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 09:37:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.46009,0.0544026,True,LOW
1587,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 15:12:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.823347,0.062455665,True,LOW
1600,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-26 11:35:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5167727,0.07782825,True,LOW
1605,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-26 12:36:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.662496,0.05888975,True,LOW
1606,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-26 12:36:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.0170639,0.044581134,True,LOW
1645,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-23 15:12:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5041785,0.07754905,True,LOW
1661,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-26 11:35:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.6136448,0.057806768,True,LOW
1689,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-27 10:36:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.6064034,0.05764623,True,LOW
1700,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-27 12:25:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.5349305,0.056061745,True,LOW
1718,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-26 12:30:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5186436,0.07786973,True,LOW
1745,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-23 09:37:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5088558,0.07765274,True,LOW
1748,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-27 10:36:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5004988,0.07746747,True,LOW
1763,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-26 07:33:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5276976,0.07807045,True,LOW
1772,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-26 12:30:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.4738185,0.05470695,True,LOW
1793,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-26 12:36:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.6817515,0.059316624,True,LOW
1808,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 09:07:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.798162,0.061897334,True,LOW
1828,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-26 07:33:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.8487563,0.06301896,True,LOW
1847,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 09:59:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.0308075,0.044885818,True,LOW
1865,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-26 12:36:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.3569596,0.052116297,True,LOW
1878,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-26 11:35:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.0476787,0.045259837,True,LOW
1890,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 09:24:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.7180202,0.06012067,True,LOW
1891,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-23 09:24:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5096042,0.07766933,True,LOW
1954,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 09:59:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.6067848,0.057654686,True,LOW
1956,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-23 09:59:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.507924,0.077632084,True,LOW
1957,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 09:37:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.0556083,0.045435626,True,LOW
1964,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-27 12:25:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5037887,0.077540405,True,LOW
1981,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-26 12:36:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.1224296,0.06908604,True,LOW
2003,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-23 06:36:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.9657598,0.08778187,True,LOW
2017,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-23 16:44:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5061939,0.07759373,True,LOW
2055,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 08:25:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.0968652,0.046350252,True,LOW
2058,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 06:36:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.0970738,0.04635488,True,LOW
2060,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-23 17:47:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.863861,0.06335382,True,LOW
2069,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 08:25:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.7235577,0.060243428,True,LOW
2071,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 06:36:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.8453655,0.08511284,True,LOW
2086,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 08:49:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.5169919,0.055664062,True,LOW
2104,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-23 08:49:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5148385,0.07778537,True,LOW
2111,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 17:30:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.7072089,0.05988099,True,LOW
2125,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-23 17:30:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5024464,0.07751065,True,LOW
2136,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-23 08:25:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5137029,0.0777602,True,LOW
2137,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 17:53:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.710938,0.059963662,True,LOW
2157,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 17:47:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.2269356,0.04923379,True,LOW
2188,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 16:44:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.664008,0.058923267,True,LOW
2212,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 17:47:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.6309004,0.058189306,True,LOW
2225,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-23 17:53:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.501872,0.077497914,True,LOW
2233,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-23 09:07:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5082147,0.07763853,True,LOW
2263,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-22 12:15:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.505222,0.07757218,True,LOW
2271,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-20 07:09:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.515878,0.07780842,True,LOW
2290,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-19 13:37:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.4613163,0.05442979,True,LOW
2295,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-19 06:38:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.348484,0.051928405,True,LOW
2324,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-20 07:09:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.2012355,0.048664045,True,LOW
2358,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-18 16:19:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.87868,0.06368234,True,LOW
2365,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-22 12:15:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.6015375,0.057538357,True,LOW
2368,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-21 17:55:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.0516262,0.067516394,True,LOW
2377,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-20 15:16:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.737124,0.06054418,True,LOW
2418,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-20 13:00:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.071297,0.04578343,True,LOW
2422,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-20 07:09:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.611504,0.057759307,True,LOW
2430,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-20 12:20:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.8236377,0.08463115,True,LOW
