#,MachineName,Category,EntryType,Source,TimeGenerated,country,regionName,city,isp,reconstruction_error,anomaly_score,is_anomaly,severity
124261,TMP249-G3-M,General,Information,ESENT,2020-08-20 14:38:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.6477497,0.058562838,True,LOW
124264,TMP249-G3-M,General,Information,ESENT,2020-08-20 14:38:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.2657416,0.050094083,True,LOW
124266,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-08-20 14:38:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.8823025,0.06376265,True,LOW
124310,TMP249-G3-M,0,Information,Software Protection Platform Service,2020-08-18 16:13:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.0176547,0.044594232,True,LOW
124311,TMP249-G3-M,0,Information,Software Protection Platform Service,2020-08-18 16:13:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.0176547,0.044594232,True,LOW
124323,TMP249-G3-M,General,Information,ESENT,2020-08-18 16:13:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.6416368,0.058427323,True,LOW
124326,TMP249-G3-M,General,Information,ESENT,2020-08-18 16:13:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.3630874,0.052252147,True,LOW
124333,TMP249-G3-M,General,Information,ESENT,2020-08-18 16:13:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.7160351,0.06007666,True,LOW
124339,TMP249-G3-M,General,Information,ESENT,2020-08-18 16:13:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.6416368,0.058427323,True,LOW
124342,TMP249-G3-M,General,Information,ESENT,2020-08-18 16:13:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.1282008,0.047044933,True,LOW
124349,TMP249-G3-M,General,Information,ESENT,2020-08-18 16:13:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.6178813,0.057900686,True,LOW
124352,TMP249-G3-M,General,Information,ESENT,2020-08-18 16:13:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.6416779,0.05842823,True,LOW
124355,TMP249-G3-M,General,Information,ESENT,2020-08-18 16:13:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.1283624,0.047048517,True,LOW
124358,TMP249-G3-M,General,Information,ESENT,2020-08-18 16:13:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.726108,0.06029997,True,LOW
124423,TMP249-G3-M,General,Information,ESENT,2020-08-18 16:11:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.6416779,0.05842823,True,LOW
124427,TMP249-G3-M,General,Information,ESENT,2020-08-18 16:11:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.425042,0.053625617,True,LOW
124434,TMP249-G3-M,General,Information,ESENT,2020-08-18 16:11:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.432397,0.053788673,True,LOW
124436,TMP249-G3-M,General,Information,ESENT,2020-08-18 16:10:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.6416779,0.05842823,True,LOW
124439,TMP249-G3-M,General,Information,ESENT,2020-08-18 16:10:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.1487448,0.047500376,True,LOW
124441,TMP249-G3-M,General,Information,ESENT,2020-08-18 16:10:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.4962935,0.0552052,True,LOW
124446,TMP249-G3-M,General,Information,ESENT,2020-08-18 16:01:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.7277625,0.060336646,True,LOW
124451,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-08-18 16:01:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.5293255,0.07810654,True,LOW
124465,TMP249-G3-M,0,Information,Software Protection Platform Service,2020-08-18 15:59:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.0167038,0.044573154,True,LOW
124478,TMP249-G3-M,General,Information,ESENT,2020-08-18 15:59:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.6518576,0.058653906,True,LOW
124485,TMP249-G3-M,General,Information,ESENT,2020-08-18 15:59:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.422493,0.053569112,True,LOW
124533,TMP249-G3-M,General,Information,ESENT,2020-08-16 08:14:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.7488797,0.06080479,True,LOW
124536,TMP249-G3-M,General,Information,ESENT,2020-08-16 08:14:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.3256457,0.0514221,True,LOW
124538,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-08-16 08:14:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.547531,0.07851013,True,LOW
124594,TMP249-G3-M,General,Information,ESENT,2020-08-15 17:32:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.6632583,0.05890665,True,LOW
124599,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-08-15 17:32:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.5356967,0.07824778,True,LOW
124634,TMP249-G3-M,0,Information,Software Protection Platform Service,2020-08-15 15:19:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.0234573,0.04472287,True,LOW
124671,TMP249-G3-M,General,Information,ESENT,2020-08-15 15:17:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.6431987,0.05846195,True,LOW
124674,TMP249-G3-M,General,Information,ESENT,2020-08-15 15:17:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.358097,0.052141514,True,LOW
124714,TMP249-G3-M,General,Information,ESENT,2020-08-10 14:39:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.7393165,0.060592785,True,LOW
124717,TMP249-G3-M,General,Information,ESENT,2020-08-10 14:39:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.2176478,0.04902789,True,LOW
124719,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-08-10 14:39:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.5439553,0.07843086,True,LOW
124770,TMP249-G3-M,General,Information,ESENT,2020-08-10 14:24:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.6452222,0.058506805,True,LOW
124773,TMP249-G3-M,General,Information,ESENT,2020-08-10 14:24:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.3258393,0.051426392,True,LOW
124782,TMP249-G3-M,0,Information,Software Protection Platform Service,2020-08-10 14:24:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.0301185,0.04487054,True,LOW
124873,TMP249-G3-M,General,Information,ESENT,2020-08-08 15:11:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.7853594,0.08378256,True,LOW
124876,TMP249-G3-M,General,Information,ESENT,2020-08-08 15:11:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.2276657,0.049249977,True,LOW
124878,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-08-08 15:11:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.9629354,0.087719254,True,LOW
124883,TMP249-G3-M,General,Information,ESENT,2020-08-08 15:07:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.8446178,0.06292722,True,LOW
124886,TMP249-G3-M,General,Information,ESENT,2020-08-08 15:07:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.13281,0.047147118,True,LOW
124888,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-08-08 15:07:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.530804,0.07813931,True,LOW
124976,TMP249-G3-M,0,Information,Software Protection Platform Service,2020-08-08 14:44:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.016881,0.04457708,True,LOW
124985,TMP249-G3-M,General,Information,ESENT,2020-08-08 14:43:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.721259,0.060192473,True,LOW
124988,TMP249-G3-M,General,Information,ESENT,2020-08-08 14:43:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.1720634,0.048017323,True,LOW
124990,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-08-08 14:43:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.1553442,0.04764668,True,LOW
124991,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-08-08 14:43:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.8867722,0.063861735,True,LOW
125073,TMP249-G3-M,General,Information,ESENT,2020-06-22 16:21:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.4039276,0.075326584,True,LOW
125076,TMP249-G3-M,General,Information,ESENT,2020-06-22 16:21:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.2109554,0.048879523,True,LOW
125078,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-06-22 16:21:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.9739425,0.08796327,True,LOW
125080,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-06-22 16:21:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.972445,0.08793007,True,LOW
125094,TMP249-G3-M,General,Information,ESENT,2020-06-22 16:09:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.5742455,0.056933317,True,LOW
125097,TMP249-G3-M,General,Information,ESENT,2020-06-22 16:09:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.28771,0.0505811,True,LOW
125099,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-06-22 16:09:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.536945,0.07827546,True,LOW
125110,TMP249-G3-M,0,Information,Software Protection Platform Service,2020-06-22 16:08:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.0302498,0.044873454,True,LOW
125137,TMP249-G3-M,General,Information,ESENT,2020-06-22 16:06:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.3728898,0.052469455,True,LOW
125140,TMP249-G3-M,General,Information,ESENT,2020-06-22 16:06:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.188001,0.048370644,True,LOW
125219,TMP249-G3-M,General,Information,ESENT,2020-06-20 14:38:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.7338283,0.060471117,True,LOW
125222,TMP249-G3-M,General,Information,ESENT,2020-06-20 14:38:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.3490689,0.05194137,True,LOW
125224,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-06-20 14:38:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.5253727,0.078018904,True,LOW
125236,TMP249-G3-M,0,Information,Software Protection Platform Service,2020-06-20 14:37:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.0210583,0.044669688,True,LOW
125248,TMP249-G3-M,General,Information,ESENT,2020-06-20 14:35:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.6552176,0.058728397,True,LOW
125251,TMP249-G3-M,General,Information,ESENT,2020-06-20 14:35:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.2392821,0.049507502,True,LOW
125253,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-06-20 14:35:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.141717,0.06951362,True,LOW
125274,TMP249-G3-M,General,Information,ESENT,2020-06-12 13:10:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.5838943,0.057147224,True,LOW
125277,TMP249-G3-M,General,Information,ESENT,2020-06-12 13:10:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.118282,0.046825044,True,LOW
125279,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-06-12 13:10:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.5229783,0.077965826,True,LOW
125291,TMP249-G3-M,0,Information,Software Protection Platform Service,2020-06-12 13:10:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.015774,0.04455254,True,LOW
125303,TMP249-G3-M,General,Information,ESENT,2020-06-12 13:08:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.676851,0.059207987,True,LOW
125306,TMP249-G3-M,General,Information,ESENT,2020-06-12 13:08:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.439252,0.05394064,True,LOW
125340,TMP249-G3-M,General,Information,ESENT,2020-06-12 13:04:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.0084727,0.044390675,True,LOW
125350,TMP249-G3-M,General,Information,ESENT,2020-06-12 12:57:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.5270615,0.055887293,True,LOW
125353,TMP249-G3-M,General,Information,ESENT,2020-06-12 12:57:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.46181,0.054440733,True,LOW
125355,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-06-12 12:57:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.5250788,0.078012384,True,LOW
125374,TMP249-G3-M,0,Information,Software Protection Platform Service,2020-06-12 12:55:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.017539,0.04459167,True,LOW
125385,TMP249-G3-M,General,Information,ESENT,2020-06-12 12:54:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.6469836,0.058545854,True,LOW
125388,TMP249-G3-M,General,Information,ESENT,2020-06-12 12:53:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.1256607,0.04698862,True,LOW
125443,TMP249-G3-M,0,Information,Software Protection Platform Service,2020-06-11 13:54:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.0161028,0.04455983,True,LOW
125448,TMP249-G3-M,General,Information,ESENT,2020-06-11 13:54:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.7584498,0.061016954,True,LOW
125451,TMP249-G3-M,General,Information,ESENT,2020-06-11 13:54:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.3467052,0.05188897,True,LOW
125453,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-06-11 13:54:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.5209188,0.07792017,True,LOW
125465,TMP249-G3-M,General,Information,ESENT,2020-06-11 13:52:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.6321676,0.0582174,True,LOW
125468,TMP249-G3-M,General,Information,ESENT,2020-06-11 13:52:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.3770874,0.052562512,True,LOW
125514,TMP249-G3-M,General,Information,ESENT,2020-06-11 11:12:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.3375254,0.05168546,True,LOW
125519,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-06-11 11:12:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.5226533,0.07795862,True,LOW
125541,TMP249-G3-M,0,Information,Software Protection Platform Service,2020-06-11 11:10:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.017526,0.04459138,True,LOW
125550,TMP249-G3-M,General,Information,ESENT,2020-06-11 11:09:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.6651201,0.058947925,True,LOW
125553,TMP249-G3-M,General,Information,ESENT,2020-06-11 11:09:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.2026205,0.04869475,True,LOW
125555,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-06-11 11:09:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.743055,0.06067567,True,LOW
125556,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-06-11 11:09:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.885119,0.063825086,True,LOW
125596,TMP249-G3-M,General,Information,ESENT,2020-03-21 14:39:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.6365194,0.058313873,True,LOW
125601,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-03-21 14:39:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.5326643,0.07818055,True,LOW
125614,TMP249-G3-M,0,Information,Software Protection Platform Service,2020-03-21 14:34:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.0263505,0.04478701,True,LOW
125641,TMP249-G3-M,General,Information,ESENT,2020-03-21 14:32:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.6514218,0.058644246,True,LOW
125644,TMP249-G3-M,General,Information,ESENT,2020-03-21 14:32:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.4239974,0.053602464,True,LOW
125700,TMP249-G3-M,General,Information,ESENT,2020-03-21 13:44:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.8555694,0.06317,True,LOW
125705,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-03-21 13:44:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.533342,0.07819557,True,LOW
125718,TMP249-G3-M,0,Information,Software Protection Platform Service,2020-03-21 13:42:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.031034,0.04489084,True,LOW
125734,TMP249-G3-M,General,Information,ESENT,2020-03-21 13:41:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.6417346,0.05842949,True,LOW
125737,TMP249-G3-M,General,Information,ESENT,2020-03-21 13:41:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.1504807,0.047538858,True,LOW
125786,TMP249-G3-M,General,Information,ESENT,2020-03-16 18:17:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.0605812,0.06771492,True,LOW
125791,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-03-16 18:17:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.5606847,0.078801736,True,LOW
125816,TMP249-G3-M,0,Information,Software Protection Platform Service,2020-03-16 18:00:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.065333,0.045651212,True,LOW
125844,TMP249-G3-M,General,Information,ESENT,2020-03-16 17:58:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.6645598,0.058935504,True,LOW
125847,TMP249-G3-M,General,Information,ESENT,2020-03-16 17:58:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.4493089,0.054163594,True,LOW
125891,TMP249-G3-M,General,Information,ESENT,2020-03-14 13:41:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.4921598,0.055113558,True,LOW
125894,TMP249-G3-M,General,Information,ESENT,2020-03-14 13:41:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.0632746,0.04560558,True,LOW
125896,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-03-14 13:41:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.5340495,0.07821126,True,LOW
125927,TMP249-G3-M,General,Information,ESENT,2020-03-13 17:05:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.8512619,0.06307451,True,LOW
125932,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-03-13 17:05:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.529358,0.07810725,True,LOW
125974,TMP249-G3-M,General,Information,ESENT,2020-03-12 14:58:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.785855,0.08379355,True,LOW
125977,TMP249-G3-M,General,Information,ESENT,2020-03-12 14:58:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.1790397,0.048171986,True,LOW
125979,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-03-12 14:58:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.9582512,0.08761541,True,LOW
125987,TMP249-G3-M,General,Information,ESENT,2020-03-12 14:46:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.8490987,0.063026555,True,LOW
125990,TMP249-G3-M,General,Information,ESENT,2020-03-12 14:46:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.3246105,0.05139915,True,LOW
125992,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-03-12 14:46:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.527938,0.078075774,True,LOW
126015,TMP249-G3-M,General,Information,ESENT,2020-03-12 14:45:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.6472583,0.058551945,True,LOW
126018,TMP249-G3-M,General,Information,ESENT,2020-03-12 14:45:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.4310653,0.05375915,True,LOW
126031,TMP249-G3-M,0,Information,Software Protection Platform Service,2020-03-12 14:43:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.0208144,0.04466428,True,LOW
126365,TMP249-G3-M,General,Information,ESENT,2020-03-11 17:18:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.9477327,0.06521317,True,LOW
126368,TMP249-G3-M,General,Information,ESENT,2020-03-11 17:18:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.044821,0.045196485,True,LOW
126370,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-03-11 17:18:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.5294085,0.07810837,True,LOW
126400,TMP249-G3-M,General,Information,ESENT,2020-03-11 14:29:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.9456425,0.06516684,True,LOW
126403,TMP249-G3-M,General,Information,ESENT,2020-03-11 14:29:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.2555285,0.049867667,True,LOW
126405,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-03-11 14:29:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.528164,0.07808078,True,LOW
126433,TMP249-G3-M,0,Information,Software Protection Platform Service,2020-03-11 14:19:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.0231025,0.044715006,True,LOW
126443,TMP249-G3-M,General,Information,ESENT,2020-03-11 14:17:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.6509995,0.058634885,True,LOW
126446,TMP249-G3-M,General,Information,ESENT,2020-03-11 14:17:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.0145118,0.044524558,True,LOW
126448,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-03-11 14:17:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.1424353,0.06952955,True,LOW
126481,TMP249-G3-M,0,Information,Software Protection Platform Service,2020-03-06 09:39:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.0260344,0.04478,True,LOW
126492,TMP249-G3-M,General,Information,ESENT,2020-03-06 09:37:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.6521378,0.058660116,True,LOW
126495,TMP249-G3-M,General,Information,ESENT,2020-03-06 09:37:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.159684,0.047742885,True,LOW
126524,TMP249-G3-M,General,Information,ESENT,2020-03-06 08:45:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.74721,0.060767777,True,LOW
126529,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-03-06 08:45:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.5371778,0.07828061,True,LOW
126560,TMP249-G3-M,General,Information,ESENT,2020-03-06 14:45:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.9453344,0.06516001,True,LOW
126563,TMP249-G3-M,General,Information,ESENT,2020-03-06 14:45:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.1774955,0.04813775,True,LOW
126565,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-03-06 14:45:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.524994,0.07801051,True,LOW
126586,TMP249-G3-M,General,Information,ESENT,2020-03-05 16:57:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.8123856,0.062212657,True,LOW
126589,TMP249-G3-M,General,Information,ESENT,2020-03-05 16:57:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.190026,0.04841554,True,LOW
126591,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-03-05 16:57:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.5255575,0.078023,True,LOW
126630,TMP249-G3-M,General,Information,ESENT,2020-03-05 14:32:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.8458338,0.06295417,True,LOW
126633,TMP249-G3-M,General,Information,ESENT,2020-03-05 14:32:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.3457685,0.0518682,True,LOW
126635,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-03-05 14:32:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.5243835,0.07799698,True,LOW
126668,TMP249-G3-M,General,Information,ESENT,2020-03-04 16:46:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.799708,0.061931606,True,LOW
126671,TMP249-G3-M,General,Information,ESENT,2020-03-04 16:46:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.2604573,0.049976934,True,LOW
126673,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-03-04 16:46:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.5255864,0.07802364,True,LOW
126693,TMP249-G3-M,General,Information,ESENT,2020-03-04 14:43:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.8107753,0.06217696,True,LOW
126696,TMP249-G3-M,General,Information,ESENT,2020-03-04 14:43:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.0155826,0.044548295,True,LOW
126698,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-03-04 14:43:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.5252616,0.078016445,True,LOW
126729,TMP249-G3-M,General,Information,ESENT,2020-03-03 16:58:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.4764683,0.054765694,True,LOW
126732,TMP249-G3-M,General,Information,ESENT,2020-03-03 16:58:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.012254,0.044474505,True,LOW
126734,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-03-03 16:58:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.5265615,0.07804526,True,LOW
126753,TMP249-G3-M,General,Information,ESENT,2020-03-03 14:59:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.5112963,0.055537794,True,LOW
126756,TMP249-G3-M,General,Information,ESENT,2020-03-03 14:59:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.3004282,0.05086305,True,LOW
126759,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-03-03 14:59:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.5252311,0.07801577,True,LOW
126794,TMP249-G3-M,General,Information,ESENT,2020-03-02 17:34:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.753248,0.060901634,True,LOW
126797,TMP249-G3-M,General,Information,ESENT,2020-03-02 17:34:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.2098434,0.048854873,True,LOW
126799,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-03-02 17:34:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.5453167,0.07846104,True,LOW
126863,TMP249-G3-M,General,Information,ESENT,2020-02-29 13:34:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.6042204,0.057597835,True,LOW
126866,TMP249-G3-M,General,Information,ESENT,2020-02-29 13:34:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.0303938,0.044876646,True,LOW
126868,TMP249-G3-M,Logging/Recovery,Information,ESENT,2020-02-29 13:34:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,3.5388556,0.078317806,True,LOW
126886,TMP249-G3-M,General,Information,ESENT,2020-02-28 16:49:00,India,Gujarat,Ahmedabad,Bharti Airtel Limited,2.7411,0.060632326,True,LOW
